N,P,K,temperature,humidity,ph,rainfall,label,fertilizer_type,pesticide_type,irigation_level,base_yield,crop_yield(per hectre),climate_suitability,disease_risk_predcition
22,72,85,18.86805647,15.65809214,6.391173589,88.51048983,chickpea,Phosphorus-Rich,Herbicide,High,428.9893005,1023.739851,Medium,Low
36,67,77,18.36952567,19.56381041,7.152811172,79.26357665,chickpea,Phosphorus-Rich,Herbicide,High,455.4339068,1060.353229,Medium,Low
32,73,81,20.45078582,15.40312102,5.988992796,92.68373702,chickpea,Phosphorus-Rich,Herbicide,High,461.6025013,1074.698211,Medium,Low
58,70,84,20.6543203,16.60820843,6.231049028,74.6631118,chickpea,Phosphorus-Rich,Herbicide,High,550.4883813,1263.891938,Medium,Low
59,70,84,17.3348681,18.74926979,7.550808267,82.61734721,chickpea,Phosphorus-Rich,Herbicide,High,552.6174564,1318.491912,Medium,Low
42,62,75,18.17912258,18.90426935,7.010570541,81.84997529,chickpea,Phosphorus-Rich,Herbicide,High,460.3858597,1081.46172,Medium,Low
28,74,81,18.01272266,18.30968112,8.753795334,81.98568791,chickpea,Phosphorus-Rich,Herbicide,High,449.8959868,1065.165222,Medium,Low
58,66,79,20.99373558,19.33470387,8.718192847,93.55280105,chickpea,Phosphorus-Rich,Herbicide,High,534.8958108,1191.662336,Medium,Low
43,66,79,19.46233971,15.22538951,7.976607593,74.58565097,chickpea,Phosphorus-Rich,Herbicide,High,478.7051055,1135.144906,Medium,Low
58,63,81,19.81344531,14.69765308,6.515499549,78.96514709,chickpea,Phosphorus-Rich,Herbicide,High,526.6693481,1247.043851,Medium,Low
23,62,85,18.97424756,19.5161216,8.490127142,80.7108745,chickpea,Phosphorus-Rich,Herbicide,High,409.889071,944.7907285,Medium,Low
27,62,77,18.19737048,14.71070537,6.576415562,70.18185181,chickpea,Phosphorus-Rich,Herbicide,High,408.3843196,993.2619992,Medium,Low
28,72,84,18.72963144,19.18197264,6.481783043,71.58010169,chickpea,Phosphorus-Rich,Herbicide,High,450.4928887,1045.800721,Medium,Low
50,56,76,20.99502153,19.8601304,7.966605025,73.50734019,chickpea,Phosphorus-Rich,Herbicide,High,477.7120955,1059.221538,Medium,Low
39,71,84,20.28155898,16.39535215,8.140825437,82.52339655,chickpea,Phosphorus-Rich,Herbicide,High,486.0624585,1125.290099,Medium,Low
25,78,76,17.48042641,15.7559405,7.228963452,66.96980581,chickpea,Phosphorus-Rich,Herbicide,High,439.9379054,1073.425495,Medium,Low
31,70,77,20.88818675,14.32313811,6.492546046,90.46228334,chickpea,Phosphorus-Rich,Herbicide,High,444.3044323,1036.248281,Medium,Low
26,80,83,17.08498521,16.14565756,7.528599957,71.31007253,chickpea,Phosphorus-Rich,Herbicide,High,458.8553827,1123.264689,Medium,Low
25,68,77,20.09340593,15.11279612,7.701446446,85.74904898,chickpea,Phosphorus-Rich,Herbicide,High,418.1424024,981.9202245,Medium,Low
31,78,76,17.57212145,14.99927489,8.519975748,89.31050665,chickpea,Phosphorus-Rich,Herbicide,High,460.5572621,1129.016172,Medium,Low
60,68,83,19.12065218,18.43475844,6.620900869,85.52950164,chickpea,Phosphorus-Rich,Herbicide,High,550.8573768,1278.409057,Medium,Low
59,62,83,18.57665902,19.22008229,8.104396058,72.94940441,chickpea,Phosphorus-Rich,Herbicide,High,532.3933766,1238.78121,Medium,Low
22,67,78,17.16606398,14.42457525,6.204090835,72.32667516,chickpea,Phosphorus-Rich,Herbicide,High,403.8875963,1001.297747,Medium,Low
36,65,80,18.2872007,16.67921616,6.051091339,74.87445574,chickpea,Phosphorus-Rich,Herbicide,High,453.1372903,1082.640711,Medium,Low
59,60,84,19.03025305,18.66725565,7.690962338,94.70992037,chickpea,Phosphorus-Rich,Herbicide,High,528.9245558,1226.961295,Medium,Low
54,77,85,17.1418614,17.0662427,7.829211144,83.74606679,chickpea,Phosphorus-Rich,Herbicide,High,552.9532347,1342.1747,Medium,Low
43,68,81,17.47809436,17.93253975,6.761599706,78.92060234,chickpea,Phosphorus-Rich,Herbicide,High,486.7419993,1166.481597,Medium,Low
28,76,82,20.56601874,14.25803981,6.654425315,83.75937135,chickpea,Phosphorus-Rich,Herbicide,High,456.0076389,1070.013741,Medium,Low
42,79,85,17.22385224,15.82069268,6.129533877,76.57580954,chickpea,Phosphorus-Rich,Herbicide,High,515.2714974,1261.856437,Medium,Low
32,60,83,19.69141713,19.44225438,8.829273328,91.76071648,chickpea,Phosphorus-Rich,Herbicide,High,433.9184863,988.3716427,Medium,Low
22,78,76,17.84851658,19.09172907,8.621662982,76.32470713,chickpea,Phosphorus-Rich,Herbicide,High,431.7338507,1018.247894,Medium,Low
31,79,75,18.8202251,16.1074793,8.204862075,89.73119396,chickpea,Phosphorus-Rich,Herbicide,High,463.2206677,1102.15252,Medium,Low
28,58,81,17.47500984,16.54314829,6.18042747,93.35034262,chickpea,Phosphorus-Rich,Herbicide,High,408.4058968,990.1475227,Medium,Low
57,58,77,18.72649425,17.58406365,7.978996755,81.20176515,chickpea,Phosphorus-Rich,Herbicide,High,505.5316336,1189.790214,Medium,Low
49,55,78,18.65580107,16.17772668,7.863113671,81.70769297,chickpea,Phosphorus-Rich,Herbicide,High,470.6312769,1122.218879,Medium,Low
46,76,77,18.2356751,19.68538502,6.967843048,83.74879344,chickpea,Phosphorus-Rich,Herbicide,High,512.8997711,1195.645735,Medium,Low
54,61,77,18.81198127,15.21618225,6.206582193,77.5429424,chickpea,Phosphorus-Rich,Herbicide,High,501.1792944,1201.567688,Medium,Low
38,60,76,18.65054116,17.80852431,8.868741443,77.92798682,chickpea,Phosphorus-Rich,Herbicide,High,442.6055475,1041.048732,Medium,Low
59,55,79,20.36720401,16.89574311,8.766128654,82.2545577,chickpea,Phosphorus-Rich,Herbicide,High,508.9312091,1171.397079,Medium,Low
36,76,75,18.38120357,16.63805158,8.736337905,70.52056697,chickpea,Phosphorus-Rich,Herbicide,High,473.1877938,1129.155931,Medium,Low
57,68,81,17.17012591,17.30457712,8.081095263,72.78624223,chickpea,Phosphorus-Rich,Herbicide,High,535.118847,1295.729831,Medium,Low
35,66,81,19.37101121,15.77458129,6.138243973,85.24819851,chickpea,Phosphorus-Rich,Herbicide,High,453.9615577,1073.143117,Medium,Low
35,64,78,17.92845928,14.27327988,7.496645259,85.37378769,chickpea,Phosphorus-Rich,Herbicide,High,442.4067354,1084.639582,Medium,Low
52,60,79,19.45339934,18.23490739,8.380185271,75.6317566,chickpea,Phosphorus-Rich,Herbicide,High,497.0036639,1148.79886,Medium,Low
27,76,83,19.12829388,14.92241479,6.289614016,89.61857826,chickpea,Phosphorus-Rich,Herbicide,High,453.256084,1083.600929,Medium,Low
57,60,84,19.1034283,17.26184541,6.586777189,75.49101167,chickpea,Phosphorus-Rich,Herbicide,High,521.1398499,1222.025816,Medium,Low
52,68,78,17.48504075,16.96070581,6.89655198,86.05078037,chickpea,Phosphorus-Rich,Herbicide,High,513.1644561,1239.63488,Medium,Low
43,79,79,19.40751744,18.98030507,7.806747656,80.25064637,chickpea,Phosphorus-Rich,Herbicide,High,513.414197,1180.01928,Medium,Low
44,74,85,20.18649426,19.63719995,7.150681303,78.26039559,chickpea,Phosphorus-Rich,Herbicide,High,514.4315154,1159.569703,Medium,Low
24,55,78,17.30287885,15.15405941,6.64919573,75.57790384,chickpea,Phosphorus-Rich,Herbicide,High,381.4347387,937.9813057,Medium,Low
29,77,75,17.50361137,15.48083156,7.778591618,72.9446671,chickpea,Phosphorus-Rich,Herbicide,High,449.791388,1099.525175,Medium,Low
20,60,78,18.17234999,14.70085967,6.358740355,90.7760707,chickpea,Phosphorus-Rich,Herbicide,High,380.3583958,925.5536251,Medium,Low
56,67,78,17.57445618,16.71826572,8.255450758,77.81891424,chickpea,Phosphorus-Rich,Herbicide,High,524.5905244,1267.903842,Medium,Low
37,66,85,20.93175255,18.91295403,6.456148474,78.06910795,chickpea,Phosphorus-Rich,Herbicide,High,470.0931745,1052.423171,Medium,Low
49,71,76,19.71098332,17.63879418,6.613072145,85.57925437,chickpea,Phosphorus-Rich,Herbicide,High,509.3520632,1178.166153,Medium,Low
59,69,80,19.07937684,17.86754927,8.165359297,69.40619137,chickpea,Phosphorus-Rich,Herbicide,High,544.984031,1271.860592,Medium,Low
20,79,77,18.54988627,16.02542689,7.64867466,76.32565249,chickpea,Phosphorus-Rich,Herbicide,High,427.4551652,1022.378549,Medium,Low
24,56,85,18.19903647,17.41333199,6.545888558,80.6405403,chickpea,Phosphorus-Rich,Herbicide,High,396.5072284,942.9161958,Medium,Low
51,72,75,18.88852533,14.99451145,7.104224797,80.1113384,chickpea,Phosphorus-Rich,Herbicide,High,515.1075271,1235.666906,Medium,Low
57,73,85,18.49311205,14.72115044,7.358099622,91.94595352,chickpea,Phosphorus-Rich,Herbicide,High,553.1271799,1338.643061,Medium,Low
22,64,82,19.48974337,17.17260319,6.4740245,87.51312796,chickpea,Phosphorus-Rich,Herbicide,High,405.8953566,946.2402223,Medium,Low
52,73,79,17.25769499,18.74943955,7.840339389,94.00287214,chickpea,Phosphorus-Rich,Herbicide,High,528.0558197,1261.518494,Medium,Low
29,75,75,19.62416326,18.71483156,7.064790365,88.4585692,chickpea,Phosphorus-Rich,Herbicide,High,448.4282295,1029.151952,Medium,Low
44,59,78,20.67526473,19.85388984,7.599033472,84.78344008,chickpea,Phosphorus-Rich,Herbicide,High,466.9525457,1041.395333,Medium,Low
41,69,82,20.02381489,16.63294455,6.715587232,68.97806542,chickpea,Phosphorus-Rich,Herbicide,High,484.9988186,1125.523233,Medium,Low
52,56,85,20.1187446,14.44228303,6.81712422,88.68168643,chickpea,Phosphorus-Rich,Herbicide,High,494.2603655,1166.794591,Medium,Low
34,76,80,20.65691793,15.84572566,7.985417393,65.23811143,chickpea,Phosphorus-Rich,Herbicide,High,475.0329697,1097.845072,Medium,Low
42,74,83,19.2582557,14.2804191,7.545258424,65.78042032,chickpea,Phosphorus-Rich,Herbicide,High,500.474856,1200.311364,Medium,Low
34,71,79,17.927806,15.85622899,7.728998197,74.63872762,chickpea,Phosphorus-Rich,Herbicide,High,458.8559822,1110.452942,Medium,Low
27,73,79,19.16288268,15.83500655,7.354973451,82.69766829,chickpea,Phosphorus-Rich,Herbicide,High,440.3313101,1044.05555,Medium,Low
30,70,79,20.26942271,19.96978871,7.313122235,69.64449182,chickpea,Phosphorus-Rich,Herbicide,High,446.6974114,1002.438538,Medium,Low
57,57,75,17.09104223,18.25142068,7.785039076,87.27444866,chickpea,Phosphorus-Rich,Herbicide,High,499.1236862,1200.698676,Medium,Low
27,79,82,17.06579293,17.54024066,6.307004923,70.87150577,chickpea,Phosphorus-Rich,Herbicide,High,459.1767787,1111.596759,Medium,Low
32,71,85,20.62767492,14.44008871,6.403982316,92.06630306,chickpea,Phosphorus-Rich,Herbicide,High,462.1661932,1081.642125,Medium,Low
31,76,82,20.8248451,17.85057083,7.599279991,79.20509212,chickpea,Phosphorus-Rich,Herbicide,High,468.8702186,1061.652699,Medium,Low
33,75,84,19.46210401,18.72831993,7.217018459,68.81405149,chickpea,Phosphorus-Rich,Herbicide,High,475.8066752,1094.942042,Medium,Low
47,80,77,17.18248372,16.42891834,7.561108006,72.85017344,chickpea,Phosphorus-Rich,Herbicide,High,523.603338,1276.75746,Medium,Low
54,62,80,17.48911699,16.39055394,7.489545074,79.45758333,chickpea,Phosphorus-Rich,Herbicide,High,507.825626,1232.445994,Medium,Low
47,79,78,17.48395377,14.76014523,6.609696734,65.11365631,chickpea,Phosphorus-Rich,Herbicide,High,521.8432502,1283.589607,Medium,Low
35,57,83,19.48316794,17.44534641,7.476800943,80.4986291,chickpea,Phosphorus-Rich,Herbicide,High,435.5537422,1013.119762,Medium,Low
53,73,77,19.71359733,18.09665739,7.325451279,73.64476535,chickpea,Phosphorus-Rich,Herbicide,High,530.1288723,1221.314373,Medium,Low
45,61,78,19.48649305,16.06240074,6.489389282,81.5284269,chickpea,Phosphorus-Rich,Herbicide,High,472.2266349,1111.42121,Medium,Low
37,78,79,19.95264829,14.82633099,7.786366322,88.6810311,chickpea,Phosphorus-Rich,Herbicide,High,487.8579172,1151.174446,Medium,Low
30,75,81,19.41789736,16.80472243,6.408437886,68.4951189,chickpea,Phosphorus-Rich,Herbicide,High,459.6171513,1076.181268,Medium,Low
37,55,82,19.45591848,18.02235902,8.423873703,78.44910564,chickpea,Phosphorus-Rich,Herbicide,High,436.3781502,1010.477105,Medium,Low
53,65,76,20.19137759,16.41998269,8.719960893,77.33795356,chickpea,Phosphorus-Rich,Herbicide,High,508.0050917,1177.672056,Medium,Low
22,60,85,18.8392908,14.74071856,7.811997977,94.78189594,chickpea,Phosphorus-Rich,Herbicide,High,398.4158638,958.5477692,Medium,Low
60,61,78,20.71219282,19.83643308,6.317153205,94.03659867,chickpea,Phosphorus-Rich,Herbicide,High,527.9716141,1176.884221,Medium,Low
42,67,77,18.99424448,15.9362937,7.114405288,78.69707199,chickpea,Phosphorus-Rich,Herbicide,High,474.7571718,1127.922366,Medium,Low
39,76,76,19.96837462,15.57324389,8.135900726,69.15759062,chickpea,Phosphorus-Rich,Herbicide,High,485.818646,1138.799587,Medium,Low
35,63,76,17.81564548,17.60756635,7.714153038,90.82097601,chickpea,Phosphorus-Rich,Herbicide,High,438.8170562,1048.556188,Medium,Low
30,65,82,20.71424384,15.27824066,7.103798069,76.77888672,chickpea,Phosphorus-Rich,Herbicide,High,436.2383395,1012.137962,Medium,Low
57,56,78,17.34150229,18.75626255,8.861479668,67.9545435,chickpea,Phosphorus-Rich,Herbicide,High,501.6269594,1196.630237,Medium,Low
48,65,78,17.43732714,14.33847406,7.861128148,73.0926704,chickpea,Phosphorus-Rich,Herbicide,High,490.0529461,1210.441084,Medium,Low
36,56,83,18.89780215,19.76182946,7.4526709,69.09512477,chickpea,Phosphorus-Rich,Herbicide,High,437.4753394,1007.564733,Medium,Low
40,58,75,18.59190771,14.77959596,7.168096055,89.60982451,chickpea,Phosphorus-Rich,Herbicide,High,441.2412837,1065.604483,Medium,Low
49,69,82,18.31561493,15.36143547,7.26311855,81.78710463,chickpea,Phosphorus-Rich,Herbicide,High,510.8693532,1233.458442,Medium,Low
13,60,25,17.13692774,20.59541693,5.68597166,128.256862,kidneybeans,Phosphorus-Rich,Herbicide,High,279.0667924,657.7320071,Medium,Low
25,70,16,19.63474332,18.90705639,5.759237003,106.3598183,kidneybeans,Phosphorus-Rich,Herbicide,High,333.5520285,764.085223,Medium,Low
31,55,22,22.91350245,21.33953114,5.873171894,109.225556,kidneybeans,Phosphorus-Rich,Herbicide,High,330.1345206,696.8984169,Medium,Low
40,64,16,16.43340342,24.24045875,5.926676985,140.3717815,kidneybeans,Phosphorus-Rich,Herbicide,High,371.690998,859.4009878,Medium,Low
2,61,20,22.13974653,23.02251117,5.95561668,76.64128258,kidneybeans,Phosphorus-Rich,Herbicide,High,241.0253039,508.140034,Medium,Low
26,65,22,17.84806561,18.77621951,5.949949081,143.0984171,kidneybeans,Phosphorus-Rich,Herbicide,High,332.0441842,785.2302348,Medium,Low
17,57,21,19.88394011,20.31564139,5.789214289,60.91974792,kidneybeans,Phosphorus-Rich,Herbicide,High,281.5965369,634.3280671,Medium,Low
26,80,18,19.32509638,23.3334788,5.581021521,104.7783947,kidneybeans,Phosphorus-Rich,Herbicide,High,367.4601644,813.7810167,Medium,Low
17,59,17,18.4167001,23.42829938,5.689858133,132.9801054,kidneybeans,Phosphorus-Rich,Herbicide,High,281.2903397,632.6359284,Medium,Low
27,59,22,21.81167649,23.20591245,5.794158504,130.0608093,kidneybeans,Phosphorus-Rich,Herbicide,High,326.3728887,691.1593087,Medium,Low
28,58,24,19.72702528,18.28173015,5.748190463,143.7630894,kidneybeans,Phosphorus-Rich,Herbicide,High,325.7506583,749.0857852,Medium,Low
25,57,19,17.15432954,19.87070659,5.566522896,87.99669731,kidneybeans,Phosphorus-Rich,Herbicide,High,304.1458876,721.0375263,Medium,Low
28,80,17,19.62207826,18.67170854,5.809419584,144.1567454,kidneybeans,Phosphorus-Rich,Herbicide,High,370.4006877,850.4274961,Medium,Low
25,60,22,21.63149148,21.17919701,5.887263027,134.3649948,kidneybeans,Phosphorus-Rich,Herbicide,High,320.5127114,694.0510459,Medium,Low
12,78,23,16.06522754,18.72479695,5.99812453,88.06638775,kidneybeans,Phosphorus-Rich,Herbicide,High,315.5870602,769.1420167,Medium,Low
6,77,25,20.61162204,24.36314135,5.792744849,69.63833855,kidneybeans,Phosphorus-Rich,Herbicide,High,302.1071824,647.2815236,Medium,Low
22,79,17,21.42451099,20.39659714,5.912289889,116.5206923,kidneybeans,Phosphorus-Rich,Herbicide,High,349.3775671,764.9171894,Medium,Low
27,80,15,19.07096165,21.21092266,5.788386951,86.21917578,kidneybeans,Phosphorus-Rich,Herbicide,High,364.9833229,827.4999278,Medium,Low
10,55,23,21.18853178,19.63438599,5.728233081,137.1948633,kidneybeans,Phosphorus-Rich,Herbicide,High,255.731457,566.2034111,Medium,Low
23,65,20,23.0429097,22.42610972,5.833940084,108.3684316,kidneybeans,Phosphorus-Rich,Insecticide,High,324.8899936,677.0853724,Medium,Low
19,78,16,20.65375833,23.10538637,5.967533236,67.71768947,kidneybeans,Phosphorus-Rich,Herbicide,High,335.8862385,727.5381709,Medium,Low
19,65,25,18.09551014,18.29318436,5.625096446,144.7902323,kidneybeans,Phosphorus-Rich,Herbicide,High,311.9523187,737.6422991,Medium,Low
22,70,19,18.23775702,21.07643273,5.515615023,69.44951585,kidneybeans,Phosphorus-Rich,Herbicide,High,327.7360653,754.8563437,Medium,Low
37,64,22,17.48189735,18.8251973,5.954665349,121.9401369,kidneybeans,Phosphorus-Rich,Herbicide,High,367.7806363,874.7676262,Medium,Low
11,71,17,19.9191786,21.47324158,5.74644777,82.68554379,kidneybeans,Phosphorus-Rich,Herbicide,High,290.3192878,646.8463608,Medium,Low
18,79,20,20.27514686,23.2353604,5.877347515,139.7521543,kidneybeans,Phosphorus-Rich,Herbicide,High,340.6613337,742.1547381,Medium,Low
21,63,17,15.77370214,19.2303162,5.979973965,108.3441414,kidneybeans,Phosphorus-Rich,Herbicide,High,300.6571514,733.2213715,Medium,Low
24,80,22,16.71170642,19.17651433,5.635993966,96.77285817,kidneybeans,Phosphorus-Rich,Herbicide,High,361.8752737,869.3275624,Medium,Low
34,60,22,17.66148158,18.15302753,5.635231778,100.6711761,kidneybeans,Phosphorus-Rich,Herbicide,High,347.0210018,827.5631181,Medium,Low
16,75,21,18.50692825,23.61670065,5.679224346,87.0513289,kidneybeans,Phosphorus-Rich,Herbicide,High,323.975563,726.2470963,Medium,Low
17,77,23,24.51324787,20.81527638,5.670062975,64.19497947,kidneybeans,Phosphorus-Rich,Insecticide,High,338.5997641,696.6514609,Medium,Low
37,72,18,18.87614998,24.54038287,5.724242065,105.4120514,kidneybeans,Phosphorus-Rich,Herbicide,High,386.3251497,853.1720285,Medium,Low
40,73,20,21.59343016,20.31871249,5.811314232,61.13872036,kidneybeans,Phosphorus-Rich,Herbicide,High,401.9659716,877.962878,Medium,Low
9,77,17,20.12373284,24.45202552,5.783425416,106.158201,kidneybeans,Phosphorus-Rich,Herbicide,High,300.2702016,648.6718476,Medium,Low
1,62,23,15.43546065,18.37477907,5.607808432,139.0302034,kidneybeans,Phosphorus-Rich,Herbicide,High,236.373236,583.6928814,Medium,Low
33,59,22,22.64236876,21.59396123,5.946999529,122.3886015,kidneybeans,Phosphorus-Rich,Herbicide,High,347.0702717,734.6469848,Medium,Low
23,59,19,21.98560799,24.87304788,5.852046999,129.5650601,kidneybeans,Phosphorus-Rich,Herbicide,High,309.0123151,641.9416652,Medium,Low
6,62,22,20.53052663,18.09224048,5.824090984,120.4509288,kidneybeans,Phosphorus-Rich,Herbicide,High,256.2797656,582.0671462,Medium,Low
25,63,20,15.78601387,21.14544088,5.502999119,95.17028129,kidneybeans,Phosphorus-Rich,Herbicide,High,320.3160756,768.7375135,Medium,Low
7,79,23,19.6365349,19.68751084,5.821649914,96.65888933,kidneybeans,Phosphorus-Rich,Herbicide,High,304.0217344,691.6713315,Medium,Low
8,72,17,20.57341244,19.7520218,5.711439256,87.87869161,kidneybeans,Phosphorus-Rich,Herbicide,High,281.809943,630.2134543,Medium,Low
27,64,15,20.16080524,24.84207559,5.514927264,138.2362122,kidneybeans,Phosphorus-Rich,Herbicide,High,328.0338895,705.6041369,Medium,Low
28,66,23,21.53989176,24.25386207,5.99616119,120.6913038,kidneybeans,Phosphorus-Rich,Herbicide,High,349.2842307,736.1551777,Medium,Low
32,57,18,15.53834801,23.75560241,5.695422863,107.3850593,kidneybeans,Phosphorus-Rich,Herbicide,High,328.1840399,773.7390424,Medium,Low
27,56,22,19.91853092,20.70099804,5.833010958,108.6434544,kidneybeans,Phosphorus-Rich,Herbicide,High,315.8554236,708.6287187,Medium,Low
17,77,24,20.76952209,18.93146941,5.568456899,109.0193712,kidneybeans,Phosphorus-Rich,Herbicide,High,335.9744993,754.2201925,Medium,Low
0,65,15,23.46168338,23.22197648,5.645435626,95.84253438,kidneybeans,Phosphorus-Rich,Insecticide,High,237.7025326,487.6174453,Medium,Low
